EntityID,Date,Childcare,Childcare_d,Education,Education_d,Employment,Employment_d,Financial Literacy,Financial Literacy_d,Food Security,Food Security_d,Health Care/Services,Health Care/Services_d,Housing,Housing_d,Income,Income_d,Nutrition,Nutrition_d,Transportation,Transportation_d
36954,2019-12-20,7.0,5.0,4.0,0.0,,,,,,,,,12.0,6.0,,,,,,
36955,2016-06-16,7.0,,4.0,,3.0,,,,4.0,,,,15.0,,1.0,,,,3.0,
36955,2017-04-05,4.0,-3.0,4.0,0.0,2.0,-1.0,,,,,,,1.0,-14.0,1.0,0.0,,,5.0,2.0
36959,2016-01-11,7.0,,3.0,,5.0,,,,,,,,1.0,,5.0,,,,5.0,
36959,2017-05-30,,,4.0,1.0,7.0,2.0,9.0,,4.0,,4.0,,15.0,14.0,1.0,-4.0,3.0,,4.0,-1.0
36960,2016-01-11,,,4.0,,5.0,,,,,,,,1.0,,3.0,,,,2.0,
36960,2016-01-17,,,,,,,,,,,,,5.0,4.0,,,,,,
36960,2016-02-28,,,,,,,,,,,,,5.0,0.0,,,,,,
36960,2019-01-31,2.0,,4.0,0.0,5.0,0.0,,,,,,,5.0,0.0,1.0,-2.0,,,1.0,-1.0
36961,2016-01-08,2.0,,3.0,,3.0,,,,,,,,7.0,,2.0,,,,1.0,
36961,2016-02-11,7.0,1.0,3.0,-1.0,5.0,2.0,,,,,,,,,1.0,-1.0,,,3.0,2.0
36961,2016-03-18,6.0,0.0,4.0,0.0,3.0,0.0,,,,,,,15.0,-1.0,2.0,1.0,,,1.0,0.0
36961,2016-12-08,2.0,-5.0,4.0,1.0,2.0,-3.0,,,,,,,15.0,0.0,1.0,0.0,,,,
36961,2017-11-28,,,4.0,0.0,5.0,3.0,,,,,,,15.0,0.0,2.0,1.0,,,,
36961,2018-05-21,,,3.0,-1.0,7.0,2.0,,,,,,,13.0,-2.0,2.0,0.0,,,,
36961,2018-10-30,3.0,1.0,3.0,0.0,7.0,0.0,8.0,,3.0,,4.0,,12.0,-1.0,1.0,-1.0,4.0,,3.0,0.0
36961,2018-11-09,7.0,4.0,4.0,1.0,6.0,-1.0,,,,,,,15.0,3.0,2.0,1.0,,,,
36967,2016-01-06,2.0,,3.0,,8.0,,,,,,,,17.0,,6.0,,,,5.0,
36967,2018-01-30,,,5.0,2.0,8.0,0.0,,,,,,,19.0,2.0,6.0,0.0,,,,
36967,2018-02-14,,,5.0,0.0,8.0,0.0,,,,,,,16.0,-3.0,6.0,0.0,,,,
36971,2016-04-05,7.0,,3.0,,3.0,,,,,,,,7.0,,1.0,,,,2.0,
36973,2016-01-07,7.0,,2.0,,2.0,,,,,,,,15.0,,3.0,,,,4.0,
36973,2016-11-07,7.0,0.0,3.0,1.0,2.0,0.0,,,,,,,15.0,0.0,3.0,0.0,,,,
36974,2015-12-04,4.0,,4.0,,7.0,,,,,,,,15.0,,6.0,,,,4.0,
36974,2017-01-23,7.0,3.0,3.0,-1.0,7.0,0.0,,,,,,,3.0,-12.0,,,,,5.0,1.0
36983,2016-01-13,7.0,,1.0,,2.0,,,,4.0,,5.0,,20.0,,4.0,,4.0,,4.0,
36983,2017-02-13,7.0,0.0,1.0,0.0,2.0,0.0,12.0,,5.0,1.0,4.0,-1.0,20.0,0.0,4.0,0.0,3.0,-1.0,5.0,1.0
36985,2015-11-11,7.0,,2.0,,5.0,,,,4.0,,,,20.0,,6.0,,,,4.0,
36987,2015-12-05,7.0,,2.0,,8.0,,,,,,,,17.0,,6.0,,,,5.0,
36988,2016-01-05,7.0,,2.0,,8.0,,,,,,,,17.0,,6.0,,,,5.0,
36989,2016-01-05,7.0,,2.0,,8.0,,,,,,,,17.0,,4.0,,,,5.0,
36990,2015-12-07,7.0,,2.0,,7.0,,,,,,,,3.0,,6.0,,,,5.0,
36991,2016-01-09,7.0,,3.0,,7.0,,,,,,,,7.0,,6.0,,,,5.0,
36992,2016-01-07,7.0,,2.0,,2.0,,,,,,,,15.0,,3.0,,,,5.0,
36994,2016-01-14,,,4.0,,7.0,,,,4.0,,,,17.0,,2.0,,,,4.0,
37000,2015-09-17,7.0,,3.0,,3.0,,,,3.0,,,,15.0,,2.0,,,,5.0,
37001,2016-01-11,2.0,,4.0,,3.0,,,,,,,,15.0,,2.0,,,,5.0,
37001,2016-01-15,7.0,5.0,4.0,0.0,7.0,4.0,,,,,,,15.0,0.0,3.0,1.0,,,5.0,0.0
37009,2016-01-14,7.0,,4.0,,2.0,,,,4.0,0.0,4.0,,20.0,,4.0,,3.0,,4.0,
37012,2015-12-21,,,3.0,,3.0,,,,,,,,15.0,,1.0,,,,,
37012,2019-06-06,7.0,,3.0,0.0,5.0,2.0,,,,,,,7.0,-8.0,3.0,2.0,,,4.0,
37012,2019-10-01,,,,,,,,,,,,,14.0,7.0,,,,,,
37012,2020-06-09,,,3.0,0.0,2.0,-3.0,,,,,,,13.0,-1.0,4.0,1.0,,,,
37016,2015-11-10,7.0,,3.0,,8.0,,,,4.0,,,,19.0,,2.0,,,,4.0,
37017,2015-11-10,7.0,,4.0,,3.0,,,,3.0,,,,14.0,,3.0,,,,4.0,
37018,2015-11-13,7.0,,4.0,,,,,,1.0,,,,15.0,,4.0,,,,2.0,
37018,2020-01-15,,,4.0,0.0,5.0,,9.0,,,,5.0,,17.0,2.0,1.0,-3.0,5.0,,5.0,3.0
37018,2020-03-13,,,4.0,0.0,6.0,1.0,,,,,,,15.0,-2.0,2.0,1.0,,,,
37020,2016-01-12,2.0,,4.0,,5.0,,,,,,,,15.0,,1.0,,,,2.0,
37020,2016-01-15,4.0,2.0,4.0,0.0,3.0,-2.0,,,,,,,15.0,0.0,2.0,1.0,,,4.0,2.0
37020,2017-11-15,7.0,0.0,4.0,0.0,2.0,0.0,,,,,,,15.0,8.0,1.0,0.0,,,,
37020,2018-04-11,7.0,3.0,4.0,0.0,2.0,-1.0,12.0,,3.0,,2.0,,7.0,-8.0,1.0,-1.0,5.0,,4.0,0.0
37022,2015-12-30,7.0,,4.0,,6.0,,,,,,,,16.0,,4.0,,,,4.0,
37022,2016-08-31,7.0,0.0,4.0,0.0,2.0,-4.0,,,,,,,,,2.0,-2.0,,,3.0,-1.0
37022,2016-12-09,7.0,0.0,4.0,0.0,4.0,2.0,,,,,,,20.0,4.0,3.0,1.0,,,,
37030,2016-01-01,7.0,,2.0,,2.0,,,,,,,,3.0,,6.0,,,,5.0,
37031,2015-12-31,7.0,,4.0,,2.0,,,,,,,,16.0,,1.0,,,,2.0,
37031,2016-07-27,7.0,0.0,4.0,0.0,2.0,0.0,,,,,,,3.0,-13.0,2.0,1.0,,,3.0,1.0
37031,2016-08-25,7.0,0.0,3.0,-1.0,8.0,6.0,,,,,,,5.0,2.0,5.0,3.0,,,1.0,-2.0
37031,2016-11-25,7.0,0.0,3.0,0.0,8.0,0.0,,,,,,,5.0,0.0,5.0,0.0,,,1.0,0.0
37032,2015-11-02,7.0,,3.0,,6.0,,,,,,,,13.0,,4.0,,,,4.0,
37032,2016-10-17,7.0,0.0,3.0,0.0,7.0,1.0,,,,,,,12.0,-1.0,4.0,0.0,,,,
37032,2017-10-06,7.0,0.0,3.0,0.0,7.0,0.0,,,,,,,13.0,1.0,5.0,1.0,,,,
37032,2018-02-23,7.0,0.0,3.0,0.0,7.0,1.0,1.0,,5.0,,5.0,,14.0,1.0,5.0,1.0,,,5.0,1.0
37032,2018-10-09,7.0,0.0,3.0,0.0,6.0,-1.0,,,,,,,13.0,0.0,4.0,-1.0,,,,
37032,2019-10-09,7.0,0.0,3.0,0.0,6.0,-1.0,,,,,,,15.0,1.0,4.0,-1.0,,,,
37033,2015-12-28,2.0,,5.0,,7.0,,,,,,,,15.0,,4.0,,,,4.0,
37033,2016-11-22,7.0,5.0,4.0,-1.0,6.0,-1.0,,,,,,,15.0,0.0,2.0,-2.0,,,,
37033,2017-11-30,7.0,0.0,,,5.0,-1.0,11.0,,3.0,,4.0,,15.0,0.0,1.0,-1.0,,,4.0,0.0
37033,2018-01-10,,,5.0,1.0,8.0,3.0,,,,,,,15.0,0.0,3.0,2.0,,,,
37033,2018-10-01,7.0,0.0,5.0,0.0,8.0,0.0,,,,,,,15.0,0.0,3.0,0.0,,,,
37037,2015-11-13,7.0,,4.0,,3.0,,,,4.0,,,,15.0,,2.0,,,,4.0,
37040,2016-01-15,,,,,,,,,,,,,20.0,,5.0,,,,5.0,
37040,2017-02-09,7.0,,3.0,,3.0,,11.0,,5.0,,2.0,,20.0,0.0,1.0,-4.0,,,5.0,0.0
37040,2018-01-31,7.0,0.0,5.0,2.0,3.0,0.0,12.0,1.0,5.0,0.0,4.0,2.0,20.0,0.0,2.0,1.0,,,5.0,0.0
37041,2015-11-13,7.0,,4.0,,2.0,,,,3.0,,,,15.0,,2.0,,,,1.0,
37042,2015-11-10,7.0,,4.0,,7.0,,,,4.0,,,,8.0,,3.0,,,,4.0,
37042,2018-05-21,7.0,0.0,4.0,0.0,2.0,-5.0,,,,,,,1.0,-7.0,1.0,-2.0,,,5.0,1.0
37043,2015-11-13,7.0,,1.0,,2.0,,,,4.0,,,,15.0,,1.0,,,,3.0,
37043,2016-04-08,7.0,0.0,1.0,0.0,3.0,1.0,,,,,,,15.0,0.0,4.0,3.0,,,5.0,2.0
37043,2019-01-29,7.0,0.0,1.0,0.0,7.0,4.0,,,,,,,15.0,0.0,4.0,0.0,,,,
37043,2020-03-19,7.0,0.0,2.0,1.0,2.0,-5.0,,,3.0,-1.0,,,15.0,0.0,1.0,-3.0,,,,
37045,2015-11-17,7.0,,2.0,,3.0,,,,3.0,,,,15.0,,2.0,,,,5.0,
37047,2015-11-17,7.0,,2.0,,7.0,,,,4.0,,,,17.0,,3.0,,,,5.0,
37048,2015-11-13,7.0,,5.0,,1.0,,,,4.0,,,,15.0,,1.0,,,,5.0,
37049,2015-11-17,7.0,,5.0,,3.0,,,,3.0,,,,3.0,,2.0,,,,4.0,
37049,2016-02-23,7.0,0.0,4.0,-1.0,8.0,5.0,,,,,,,20.0,17.0,6.0,4.0,,,4.0,0.0
37049,2016-03-22,7.0,0.0,4.0,0.0,3.0,0.0,,,,,,,1.0,-11.0,5.0,-1.0,,,4.0,0.0
37049,2016-05-31,7.0,0.0,4.0,0.0,3.0,0.0,,,,,,,12.0,10.0,6.0,1.0,,,4.0,0.0
37049,2017-01-31,7.0,0.0,,,5.0,-3.0,,,,,,,13.0,-7.0,4.0,-2.0,,,,
37049,2017-02-02,7.0,0.0,5.0,1.0,4.0,-1.0,,,,,,,12.0,-1.0,3.0,-1.0,,,4.0,0.0
37049,2017-02-09,7.0,0.0,4.0,0.0,3.0,0.0,,,3.0,0.0,3.0,,13.0,12.0,4.0,-1.0,,,,
37049,2017-09-19,7.0,0.0,4.0,0.0,8.0,5.0,,,,,,,15.0,2.0,6.0,2.0,,,,
37049,2017-10-10,7.0,0.0,4.0,0.0,8.0,0.0,,,,,,,15.0,0.0,2.0,-4.0,,,5.0,1.0
37049,2018-10-12,7.0,0.0,5.0,1.0,7.0,-1.0,,,,,,,7.0,-8.0,4.0,2.0,,,5.0,0.0
37052,2016-01-04,7.0,,4.0,,3.0,,,,,,,,15.0,,4.0,,,,5.0,
37054,2016-01-19,7.0,,3.0,,1.0,,,,3.0,,,,3.0,,1.0,,,,3.0,
37054,2018-02-12,7.0,0.0,3.0,0.0,2.0,1.0,,,,,,,5.0,2.0,1.0,0.0,,,3.0,0.0
37054,2019-01-10,7.0,0.0,4.0,0.0,2.0,0.0,,,,,,,15.0,0.0,1.0,0.0,,,,
37054,2019-03-27,7.0,0.0,4.0,0.0,2.0,0.0,,,,,,,15.0,0.0,1.0,0.0,,,2.0,-1.0
37060,2019-01-09,,,3.0,,2.0,,,,3.0,,3.0,,3.0,,,,,,3.0,
37061,2015-11-19,7.0,,5.0,,5.0,,,,4.0,,,,4.0,,1.0,,,,5.0,
37064,2015-11-19,7.0,,3.0,,3.0,,,,4.0,,,,15.0,,6.0,,,,4.0,
37066,2016-01-05,7.0,,4.0,,2.0,,,,,,,,15.0,,6.0,,,,5.0,
37068,2017-03-17,7.0,,4.0,,3.0,,,,4.0,,,,15.0,,3.0,,,,4.0,
37074,2016-01-21,7.0,,4.0,,2.0,,,,,,,,9.0,,3.0,,,,4.0,
37075,2016-01-21,7.0,,5.0,,2.0,,,,,,,,1.0,,4.0,,,,2.0,
37076,2015-11-16,7.0,,2.0,,3.0,,,,4.0,,,,3.0,,1.0,,,,4.0,
37078,2015-11-16,2.0,,3.0,,2.0,,,,4.0,,,,3.0,,1.0,,,,5.0,
37082,2015-12-01,,,2.0,,7.0,,,,4.0,,,,15.0,,5.0,,,,4.0,
37084,2015-12-01,,,4.0,,2.0,,,,4.0,,,,11.0,,1.0,,,,3.0,
37084,2017-10-23,7.0,,,,2.0,0.0,11.0,,3.0,-1.0,4.0,,15.0,4.0,2.0,1.0,5.0,,4.0,1.0
37086,2015-12-01,,,5.0,,2.0,,,,1.0,,,,7.0,,1.0,,,,3.0,
37087,2015-11-03,7.0,0.0,4.0,0.0,8.0,0.0,,,,,,,3.0,-9.0,3.0,0.0,,,5.0,
37087,2015-12-15,,,,,,,,,,,,,,,3.0,,,,,
37087,2015-12-22,7.0,,4.0,,8.0,,,,,,,,12.0,,,,,,,
37087,2016-10-01,7.0,0.0,4.0,0.0,8.0,0.0,,,,,,,12.0,9.0,3.0,0.0,,,,
37087,2020-02-26,7.0,0.0,,,1.0,-7.0,,,,,,,13.0,1.0,3.0,0.0,,,,
37088,2016-01-19,7.0,,4.0,,3.0,,,,,,,,15.0,,4.0,,,,4.0,
37088,2017-04-03,7.0,0.0,4.0,0.0,3.0,0.0,,,,,,,15.0,0.0,5.0,1.0,,,3.0,-1.0
37090,2015-12-01,,,2.0,,7.0,,,,4.0,,,,11.0,,2.0,,,,5.0,
37091,2015-11-16,,,,,,,,,,,,,1.0,,,,,,,
37092,2015-12-01,,,2.0,,7.0,,,,4.0,,,,11.0,,2.0,,,,4.0,
37093,2016-01-21,7.0,,3.0,,7.0,,,,,,,,17.0,,6.0,,,,5.0,
37095,2015-12-01,,,4.0,,5.0,,,,4.0,,,,11.0,,3.0,,,,3.0,
37096,2016-01-21,2.0,,4.0,,2.0,,,,2.0,,,,5.0,,1.0,,,,2.0,
37096,2017-08-16,7.0,5.0,4.0,0.0,3.0,1.0,,,,,,,1.0,-4.0,1.0,0.0,,,3.0,1.0
37097,2015-12-01,,,5.0,,7.0,,,,3.0,,,,11.0,,2.0,,,,4.0,
37099,2015-12-01,,,5.0,,5.0,,,,4.0,,,,11.0,,2.0,,,,4.0,
37100,2015-11-16,6.0,,2.0,,3.0,,,,4.0,,,,7.0,,2.0,,,,5.0,
37102,2015-12-01,,,3.0,,2.0,,,,3.0,,,,11.0,,1.0,,,,4.0,
37103,2015-12-04,,,3.0,,2.0,,,,4.0,,,,11.0,,1.0,,,,5.0,
37104,2015-12-04,,,2.0,,7.0,,,,4.0,,,,11.0,,2.0,,,,3.0,
37105,2015-11-16,,,4.0,,2.0,,,,1.0,,,,1.0,,1.0,,,,2.0,
37106,2015-11-16,,,5.0,,2.0,,,,,,,,3.0,,1.0,,,,3.0,
37107,2015-12-04,,,3.0,,2.0,,,,4.0,,,,11.0,,1.0,,,,5.0,
37108,2015-11-13,7.0,,5.0,,1.0,,,,3.0,,,,3.0,,1.0,,,,1.0,
37109,2015-11-16,,,2.0,,2.0,,,,4.0,,,,7.0,,1.0,,,,4.0,
37110,2016-01-21,7.0,,2.0,,8.0,,,,,,,,17.0,,6.0,,,,5.0,
37111,2019-10-29,7.0,,2.0,,8.0,,,,,,,,15.0,,6.0,,,,,
37113,2015-12-04,,,4.0,,5.0,,,,4.0,,,,7.0,,3.0,,,,5.0,
37115,2015-12-04,,,4.0,,7.0,,,,4.0,,,,11.0,,2.0,,,,5.0,
37116,2015-12-04,2.0,,5.0,,2.0,,,,4.0,,,,,,1.0,,,,2.0,
37116,2015-12-11,,,,,,,,,,,,,7.0,,,,,,,
37119,2015-12-04,,,4.0,,7.0,,,,4.0,,,,11.0,,4.0,,,,3.0,
37120,2015-12-04,,,4.0,,3.0,,,,3.0,,,,11.0,,1.0,,,,4.0,
37123,2015-01-24,7.0,,2.0,,3.0,,,,,,,,3.0,,,,,,5.0,
37123,2016-01-11,7.0,0.0,,,,,,,,,,,,,,,,,,
37126,2015-11-19,7.0,,3.0,,2.0,,,,2.0,,,,2.0,,1.0,,,,3.0,
37127,2016-01-15,7.0,,2.0,,2.0,,,,,,,,15.0,,2.0,,,,4.0,
37129,2015-11-13,7.0,,2.0,,1.0,,,,4.0,,,,16.0,,1.0,,,,4.0,
37129,2016-09-02,7.0,0.0,3.0,1.0,2.0,1.0,,,,,,,16.0,0.0,1.0,0.0,,,4.0,0.0
37129,2016-09-19,7.0,0.0,3.0,0.0,2.0,0.0,,,,,,,7.0,-9.0,1.0,0.0,,,4.0,0.0
37129,2016-12-20,7.0,0.0,3.0,0.0,2.0,0.0,,,,,,,7.0,0.0,1.0,0.0,,,4.0,0.0
37131,2015-11-18,7.0,,4.0,,5.0,,,,4.0,,,,15.0,,2.0,,,,5.0,
37132,2015-11-18,7.0,,4.0,,2.0,,,,4.0,,,,3.0,,1.0,,,,3.0,
37132,2018-06-18,7.0,0.0,3.0,-1.0,5.0,3.0,10.0,,4.0,0.0,2.0,,15.0,12.0,4.0,3.0,5.0,,4.0,1.0
37133,2015-11-18,7.0,,3.0,,7.0,,,,4.0,,,,16.0,,4.0,,,,5.0,
37135,2015-12-08,,,2.0,,5.0,,,,4.0,,,,11.0,,2.0,,,,4.0,
37136,2015-11-18,7.0,,4.0,,5.0,,,,4.0,,,,16.0,,2.0,,,,5.0,
37137,2015-12-08,,,4.0,,5.0,,,,4.0,,,,11.0,,3.0,,,,3.0,
37138,2019-02-21,7.0,,4.0,,7.0,,9.0,,3.0,,3.0,,15.0,,1.0,,3.0,,5.0,
37140,2015-11-18,7.0,,4.0,,3.0,,,,3.0,,,,16.0,,1.0,,,,3.0,
37141,2015-11-18,7.0,,4.0,,1.0,,,,3.0,,,,16.0,,1.0,,,,3.0,
37141,2018-07-03,7.0,0.0,4.0,0.0,5.0,4.0,7.0,,4.0,1.0,5.0,,7.0,-9.0,3.0,2.0,3.0,,4.0,1.0
37143,2015-11-19,7.0,,4.0,,5.0,,,,4.0,,,,15.0,,2.0,,,,5.0,
37146,2015-11-20,7.0,,3.0,,1.0,,,,2.0,,,,3.0,,1.0,,,,3.0,
37148,2015-11-20,7.0,,4.0,,8.0,,,,4.0,,,,16.0,,4.0,,,,5.0,
37149,2015-11-20,7.0,,4.0,,1.0,,,,4.0,,,,20.0,,3.0,,,,5.0,
37149,2019-12-03,7.0,0.0,3.0,-1.0,1.0,0.0,11.0,,4.0,0.0,5.0,,2.0,-18.0,4.0,1.0,5.0,,5.0,0.0
37151,2015-11-20,7.0,,5.0,,1.0,,,,3.0,,,,1.0,,1.0,,,,4.0,
37154,2015-12-08,,,3.0,,2.0,,,,4.0,,,,7.0,,1.0,,,,5.0,
37157,2015-12-08,,,3.0,,3.0,,,,2.0,,,,11.0,,1.0,,,,4.0,
37158,2015-12-08,,,2.0,,5.0,,,,4.0,,,,11.0,,2.0,,,,5.0,
37159,2015-12-08,,,4.0,,7.0,,,,3.0,,,,11.0,,2.0,,,,4.0,
37160,2015-12-08,,,2.0,,7.0,,,,3.0,,,,11.0,,4.0,,,,5.0,
37161,2016-01-26,2.0,,4.0,,7.0,,,,4.0,,,,15.0,,,,,,5.0,
37161,2017-06-27,7.0,5.0,4.0,0.0,2.0,-5.0,,,,,,,7.0,-8.0,1.0,,,,2.0,-3.0
37161,2019-05-16,7.0,0.0,3.0,-1.0,1.0,-1.0,,,,,,,16.0,9.0,2.0,1.0,,,,
37163,2015-12-08,,,2.0,,7.0,,,,,,,,11.0,,,,,,2.0,
37163,2016-04-22,,,2.0,0.0,2.0,-5.0,,,3.0,,,,11.0,0.0,2.0,,,,3.0,1.0
37166,2015-12-08,,,4.0,,7.0,,,,2.0,,,,11.0,,4.0,,,,1.0,
37167,2015-12-08,,,4.0,,7.0,,,,4.0,,,,11.0,,4.0,,,,5.0,
37168,2015-11-20,7.0,,4.0,,1.0,,,,4.0,,,,16.0,,1.0,,,,5.0,
37169,2015-11-20,7.0,0.0,3.0,-1.0,1.0,-5.0,,,4.0,0.0,,,20.0,4.0,1.0,-2.0,,,5.0,0.0
37169,2017-03-28,,,4.0,1.0,2.0,1.0,,,,,,,20.0,0.0,2.0,1.0,,,,
37172,2015-11-20,3.0,,4.0,,6.0,,,,3.0,,,,16.0,,1.0,,,,5.0,
37174,2015-11-12,1.0,,5.0,,8.0,,,,4.0,,,,16.0,,2.0,,,,5.0,
37174,2016-02-22,1.0,0.0,4.0,-1.0,8.0,0.0,,,,,,,15.0,-1.0,2.0,0.0,,,4.0,-1.0
37177,2015-11-23,7.0,,5.0,,1.0,,,,1.0,,,,16.0,,2.0,,,,4.0,
37177,2016-04-29,4.0,-3.0,,,8.0,7.0,,,,,,,15.0,-1.0,3.0,1.0,,,5.0,1.0
37178,2016-08-10,4.0,,4.0,,3.0,,,,,,,,15.0,,1.0,,,,,
37178,2018-03-14,7.0,3.0,3.0,-1.0,7.0,4.0,,,,,,,15.0,0.0,3.0,2.0,,,5.0,
37178,2019-02-13,,,2.0,-1.0,2.0,-5.0,,,,,,,15.0,0.0,4.0,1.0,,,,
37184,2015-11-23,7.0,,5.0,,5.0,,,,4.0,,,,16.0,,3.0,,,,1.0,
37187,2015-11-23,7.0,,5.0,,4.0,,,,4.0,,,,16.0,,3.0,,,,1.0,
37190,2015-11-23,7.0,,2.0,,2.0,,,,4.0,,,,16.0,,2.0,,,,4.0,
37190,2017-11-03,7.0,0.0,2.0,0.0,8.0,6.0,11.0,,4.0,0.0,4.0,,15.0,-1.0,1.0,-1.0,5.0,,4.0,0.0
37190,2018-11-09,7.0,0.0,2.0,0.0,,,10.0,-1.0,4.0,0.0,4.0,0.0,7.0,-8.0,2.0,1.0,5.0,0.0,3.0,-1.0
37190,2019-11-07,7.0,0.0,2.0,0.0,8.0,0.0,11.0,1.0,4.0,0.0,3.0,-1.0,7.0,0.0,2.0,0.0,5.0,0.0,4.0,1.0
37191,2015-11-23,7.0,,4.0,,4.0,,,,4.0,,,,3.0,,3.0,,,,4.0,
37192,2016-01-25,7.0,,,,8.0,,,,,,,,12.0,,2.0,,,,,
37192,2016-07-06,7.0,0.0,4.0,,8.0,0.0,,,,,,,15.0,3.0,2.0,0.0,,,5.0,
37192,2016-10-01,7.0,0.0,5.0,1.0,8.0,0.0,,,,,,,12.0,-3.0,2.0,0.0,,,,
37192,2017-10-01,7.0,0.0,,,8.0,0.0,,,,,,,13.0,1.0,2.0,0.0,,,,
37192,2018-06-06,7.0,0.0,4.0,-1.0,1.0,-7.0,,,,,,,12.0,-1.0,2.0,0.0,,,3.0,-2.0
37192,2018-10-09,7.0,0.0,4.0,0.0,8.0,7.0,,,,,,,12.0,0.0,2.0,0.0,,,,
37192,2019-05-01,7.0,0.0,4.0,0.0,,,,,,,,,12.0,0.0,2.0,0.0,,,5.0,2.0
37192,2019-10-01,7.0,0.0,5.0,1.0,8.0,0.0,,,,,,,13.0,1.0,2.0,0.0,,,,
37194,2015-11-23,7.0,,3.0,,3.0,,,,1.0,,,,15.0,,2.0,,,,5.0,
37196,2015-11-12,,,2.0,,2.0,,,,4.0,,,,3.0,,1.0,,,,2.0,
37203,2015-11-12,,,2.0,,2.0,,,,2.0,,,,1.0,,1.0,,,,3.0,
37204,2015-11-24,7.0,,4.0,,3.0,,,,3.0,,,,3.0,,1.0,,,,5.0,
37205,2015-11-24,7.0,,5.0,,3.0,,,,3.0,,,,16.0,,1.0,,,,2.0,
37208,2015-11-24,7.0,,5.0,,3.0,,,,3.0,,,,20.0,,1.0,,,,4.0,
37212,2015-11-11,,,5.0,,2.0,,,,2.0,,,,3.0,,6.0,,,,4.0,
37212,2017-09-15,,,4.0,-1.0,8.0,6.0,,,,,,,16.0,13.0,4.0,-2.0,,,,
37212,2019-10-15,,,4.0,0.0,5.0,-3.0,,,,,,,16.0,0.0,4.0,0.0,,,,
37215,2015-11-24,7.0,,3.0,,1.0,,,,3.0,,,,16.0,,1.0,,,,5.0,
37218,2017-04-11,7.0,,4.0,,8.0,,5.0,,3.0,,5.0,,20.0,,6.0,,5.0,,5.0,
37221,2015-11-24,6.0,,4.0,,1.0,,,,2.0,,,,16.0,,1.0,,,,2.0,
37223,2015-12-23,7.0,,4.0,,3.0,,,,4.0,,,,15.0,,1.0,,,,4.0,
37224,2015-02-19,6.0,,4.0,,7.0,,,,3.0,,,,15.0,,4.0,,,,4.0,
37225,2016-01-28,7.0,,2.0,,7.0,,,,,,,,15.0,,4.0,,,,4.0,
37225,2017-01-05,2.0,-5.0,2.0,0.0,2.0,-5.0,,,,,,,15.0,0.0,2.0,-2.0,,,,
37225,2017-01-06,,,2.0,0.0,,,,,,,,,15.0,0.0,2.0,0.0,,,,
37229,2016-01-27,,,2.0,,8.0,,,,,,,,16.0,,6.0,,,,5.0,
37230,2016-01-22,2.0,,3.0,,2.0,,,,,,,,12.0,,1.0,,,,5.0,
37230,2017-03-24,7.0,5.0,3.0,0.0,2.0,0.0,,,3.0,,,,7.0,-5.0,1.0,0.0,,,5.0,0.0
37230,2017-10-13,7.0,0.0,4.0,1.0,2.0,0.0,8.0,,2.0,-1.0,5.0,,15.0,8.0,1.0,0.0,,,5.0,0.0
37233,2016-01-21,7.0,,4.0,,8.0,,,,,,,,15.0,,5.0,,,,,
37233,2017-05-01,7.0,0.0,,,8.0,0.0,,,,,,,15.0,0.0,6.0,1.0,,,,
37233,2017-10-19,7.0,0.0,2.0,-2.0,8.0,0.0,,,,,,,15.0,0.0,4.0,-2.0,,,,
37233,2018-10-12,7.0,0.0,2.0,0.0,8.0,0.0,,,,,,,15.0,0.0,4.0,-2.0,,,,
37233,2018-12-18,7.0,0.0,2.0,0.0,8.0,0.0,11.0,,3.0,,4.0,,15.0,0.0,6.0,2.0,,,5.0,
37234,2015-11-24,,,4.0,,2.0,,,,4.0,,,,2.0,,1.0,,,,5.0,
37237,2015-11-24,,,2.0,,2.0,,,,3.0,,,,7.0,,1.0,,,,3.0,
37238,2015-11-24,,,3.0,,2.0,,,,4.0,,,,11.0,,1.0,,,,3.0,
37239,2015-11-24,,,4.0,,7.0,,,,4.0,,,,11.0,,2.0,,,,5.0,
37240,2015-11-24,,,2.0,,5.0,,,,4.0,,,,11.0,,4.0,,,,4.0,
37241,2015-11-24,,,4.0,,5.0,,,,4.0,,,,11.0,,4.0,,,,3.0,
37242,2015-11-24,,,2.0,,5.0,,,,4.0,,,,11.0,,2.0,,,,5.0,
37243,2015-11-24,,,4.0,,5.0,,,,4.0,,,,11.0,,5.0,,,,4.0,
37244,2015-12-15,,,4.0,,5.0,,,,4.0,,,,11.0,,2.0,,,,3.0,
37245,2015-12-15,,,4.0,,5.0,,,,4.0,,,,11.0,,2.0,,,,4.0,
37246,2015-12-15,,,2.0,,5.0,,,,4.0,,,,,,4.0,,,,5.0,
37247,2015-12-15,,,4.0,,5.0,,,,4.0,,,,7.0,,2.0,,,,5.0,
37248,2015-12-15,,,4.0,,5.0,,,,4.0,,,,11.0,,3.0,,,,5.0,
37249,2016-01-30,7.0,,4.0,,2.0,,,,,,,,1.0,,1.0,,,,2.0,
37249,2016-02-09,7.0,0.0,,,,,,,,,,,,,,,,,,
37249,2016-03-13,,,,,,,,,,,,,5.0,4.0,,,,,,
37250,2016-01-30,7.0,,5.0,,1.0,,,,,,,,1.0,,1.0,,,,2.0,
37250,2017-09-06,2.0,-5.0,4.0,-1.0,2.0,1.0,,,,,,,5.0,4.0,1.0,0.0,,,5.0,3.0
